idFilme,titulo,generos,media_notas,nro_avaliacoes
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.9209302325581397,215.0
2,Jumanji (1995),Adventure|Children|Fantasy,3.4318181818181817,110.0
3,Grumpier Old Men (1995),Comedy|Romance,3.2596153846153846,52.0
5,Father of the Bride Part II (1995),Comedy,3.0714285714285716,49.0
6,Heat (1995),Action|Crime|Thriller,3.946078431372549,102.0
7,Sabrina (1995),Comedy|Romance,3.185185185185185,54.0
10,GoldenEye (1995),Action|Adventure|Thriller,3.496212121212121,132.0
11,"American President, The (1995)",Comedy|Drama|Romance,3.6714285714285713,70.0
16,Casino (1995),Crime|Drama,3.926829268292683,82.0
17,Sense and Sensibility (1995),Drama|Romance,3.7761194029850746,67.0
19,Ace Ventura: When Nature Calls (1995),Comedy,2.727272727272727,88.0
21,Get Shorty (1995),Comedy|Crime|Thriller,3.49438202247191,89.0
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,3.2222222222222223,36.0
25,Leaving Las Vegas (1995),Drama|Romance,3.625,76.0
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,4.0131578947368425,38.0
31,Dangerous Minds (1995),Drama,3.1842105263157894,38.0
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,3.983050847457627,177.0
34,Babe (1995),Children|Drama,3.65234375,128.0
36,Dead Man Walking (1995),Crime|Drama,3.8358208955223883,67.0
39,Clueless (1995),Comedy|Romance,3.293269230769231,104.0
44,Mortal Kombat (1995),Action|Adventure|Fantasy,2.5434782608695654,46.0
45,To Die For (1995),Comedy|Drama|Thriller,3.3125,32.0
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,3.9753694581280787,203.0
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,3.1470588235294117,68.0
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,4.237745098039215,204.0
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,4.027027027027027,37.0
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,3.235294117647059,34.0
62,Mr. Holland's Opus (1995),Drama,3.70625,80.0
65,Bio-Dome (1996),Comedy,2.532258064516129,31.0
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,3.5090909090909093,55.0
95,Broken Arrow (1996),Action|Adventure|Thriller,3.0238095238095237,84.0
104,Happy Gilmore (1996),Comedy,3.4393939393939394,99.0
110,Braveheart (1995),Action|Drama|War,4.031645569620253,237.0
111,Taxi Driver (1976),Crime|Drama|Thriller,4.105769230769231,104.0
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,3.5434782608695654,46.0
135,Down Periscope (1996),Comedy,2.9516129032258065,31.0
141,"Birdcage, The (1996)",Comedy,3.494186046511628,86.0
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.2450980392156863,51.0
150,Apollo 13 (1995),Adventure|Drama|IMAX,3.845771144278607,201.0
151,Rob Roy (1995),Action|Drama|Romance|War,3.5454545454545454,44.0
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.9160583941605838,137.0
158,Casper (1995),Adventure|Children,2.806451612903226,62.0
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.8771929824561404,57.0
161,Crimson Tide (1995),Drama|Thriller|War,3.6359223300970873,103.0
163,Desperado (1995),Action|Romance|Western,3.5606060606060606,66.0
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.5555555555555554,144.0
168,First Knight (1995),Action|Drama|Romance,3.0833333333333335,54.0
170,Hackers (1995),Action|Adventure|Crime|Thriller,3.2285714285714286,35.0
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.6792452830188678,53.0
173,Judge Dredd (1995),Action|Crime|Sci-Fi,2.6693548387096775,62.0
180,Mallrats (1995),Comedy|Romance,3.4027777777777777,36.0
185,"Net, The (1995)",Action|Crime|Thriller,3.0401785714285716,112.0
186,Nine Months (1995),Comedy|Romance,2.8229166666666665,48.0
193,Showgirls (1995),Drama,2.4714285714285715,35.0
196,Species (1995),Horror|Sci-Fi,2.6666666666666665,45.0
208,Waterworld (1995),Action|Adventure|Sci-Fi,2.9130434782608696,115.0
216,Billy Madison (1995),Comedy,3.326530612244898,49.0
223,Clerks (1994),Comedy,3.855769230769231,104.0
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.6125,40.0
225,Disclosure (1994),Drama|Thriller,3.5384615384615383,52.0
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,3.0601503759398496,133.0
235,Ed Wood (1994),Comedy|Drama,3.6785714285714284,70.0
236,French Kiss (1995),Action|Comedy|Romance,3.477777777777778,45.0
252,I.Q. (1994),Comedy|Romance,3.453488372093023,43.0
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.458715596330275,109.0
256,Junior (1994),Comedy|Sci-Fi,2.8285714285714287,35.0
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.231075697211155,251.0
261,Little Women (1994),Drama,3.880952380952381,42.0
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.9393939393939394,33.0
266,Legends of the Fall (1994),Drama|Romance|War|Western,3.3970588235294117,68.0
272,"Madness of King George, The (1994)",Comedy|Drama,3.7580645161290325,31.0
277,Miracle on 34th Street (1994),Drama,3.223684210526316,38.0
282,Nell (1994),Drama,3.3375,40.0
288,Natural Born Killers (1994),Action|Crime|Thriller,3.233695652173913,92.0
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,3.4257425742574257,101.0
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.018796992481203,133.0
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.197068403908795,307.0
300,Quiz Show (1994),Drama,3.5185185185185186,81.0
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,2.953125,32.0
315,"Specialist, The (1994)",Action|Drama|Thriller,3.0789473684210527,38.0
316,Stargate (1994),Action|Adventure|Sci-Fi,3.375,140.0
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.2037037037037037,81.0
318,"Shawshank Redemption, The (1994)",Crime|Drama,4.429022082018927,317.0
327,Tank Girl (1995),Action|Comedy|Sci-Fi,2.823529411764706,34.0
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.3935185185185186,108.0
333,Tommy Boy (1995),Comedy,3.78,50.0
337,What's Eating Gilbert Grape (1993),Drama,3.7662337662337664,77.0
339,While You Were Sleeping (1995),Comedy|Romance,3.4693877551020407,98.0
342,Muriel's Wedding (1994),Comedy,3.272727272727273,33.0
344,Ace Ventura: Pet Detective (1994),Comedy,3.040372670807453,161.0
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.5972222222222223,36.0
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,3.6045454545454545,110.0
350,"Client, The (1994)",Drama|Mystery|Thriller,3.3859649122807016,57.0
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,3.609375,64.0
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,2.357142857142857,42.0
356,Forrest Gump (1994),Comedy|Drama|Romance|War,4.164133738601824,329.0
357,Four Weddings and a Funeral (1994),Comedy|Romance,3.5194174757281553,103.0
362,"Jungle Book, The (1994)",Adventure|Children|Romance,3.5294117647058822,34.0
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,3.941860465116279,172.0
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,3.1847133757961785,157.0
368,Maverick (1994),Adventure|Comedy|Western,3.5,74.0
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,3.060344827586207,58.0
376,"River Wild, The (1994)",Action|Thriller,3.25,40.0
377,Speed (1994),Action|Romance|Thriller,3.5292397660818713,171.0
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,3.497191011235955,178.0
410,Addams Family Values (1993),Children|Comedy|Fantasy,3.1011904761904763,84.0
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,2.7203389830508473,59.0
431,Carlito's Way (1993),Crime|Drama,3.738095238095238,42.0
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,2.6454545454545455,55.0
434,Cliffhanger (1993),Action|Adventure|Thriller,3.0346534653465347,101.0
435,Coneheads (1993),Comedy|Sci-Fi,2.4206349206349205,63.0
440,Dave (1993),Comedy|Romance,3.5460526315789473,76.0
441,Dazed and Confused (1993),Comedy,3.9285714285714284,42.0
442,Demolition Man (1993),Action|Adventure|Sci-Fi,3.0925925925925926,81.0
454,"Firm, The (1993)",Drama|Thriller,3.5346534653465347,101.0
455,Free Willy (1993),Adventure|Children|Drama,2.391891891891892,37.0
457,"Fugitive, The (1993)",Thriller,3.9921052631578946,190.0
466,Hot Shots! Part Deux (1993),Action|Comedy|War,2.8666666666666667,60.0
471,"Hudsucker Proxy, The (1994)",Comedy,3.55,40.0
474,In the Line of Fire (1993),Action|Thriller,3.692857142857143,70.0
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,3.75,238.0
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,2.9339622641509435,53.0
494,Executive Decision (1996),Action|Adventure|Thriller,3.3780487804878048,41.0
497,Much Ado About Nothing (1993),Comedy|Romance,3.813953488372093,43.0
500,Mrs. Doubtfire (1993),Comedy|Drama,3.388888888888889,144.0
508,Philadelphia (1993),Drama,3.6136363636363638,66.0
509,"Piano, The (1993)",Drama|Romance,3.540983606557377,61.0
520,Robin Hood: Men in Tights (1993),Comedy,3.130434782608696,69.0
524,Rudy (1993),Drama,3.485294117647059,34.0
527,Schindler's List (1993),Drama|War,4.225,220.0
529,Searching for Bobby Fischer (1993),Drama,3.875,40.0
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,3.4716981132075473,106.0
541,Blade Runner (1982),Action|Sci-Fi|Thriller,4.100806451612903,124.0
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,3.317073170731707,41.0
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,3.553763440860215,93.0
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,3.262295081967213,61.0
553,Tombstone (1993),Action|Drama|Western,3.8153846153846156,65.0
555,True Romance (1993),Crime|Thriller,3.8,65.0
585,"Brady Bunch Movie, The (1995)",Comedy,2.736111111111111,36.0
586,Home Alone (1990),Children|Comedy,2.9956896551724137,116.0
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,3.4347826086956523,115.0
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,3.7923497267759565,183.0
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,3.970982142857143,224.0
590,Dances with Wolves (1990),Adventure|Drama|Western,3.8353658536585367,164.0
592,Batman (1989),Action|Crime|Thriller,3.4285714285714284,189.0
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,4.161290322580645,279.0
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,3.616883116883117,77.0
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,3.7705479452054793,146.0
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,3.45,60.0
597,Pretty Woman (1990),Comedy|Romance,3.4851851851851854,135.0
608,Fargo (1996),Comedy|Crime|Drama|Thriller,4.116022099447513,181.0
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,3.5454545454545454,33.0
616,"Aristocats, The (1970)",Animation|Children,3.411111111111111,45.0
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,3.642857142857143,35.0
637,Sgt. Bilko (1996),Comedy,3.0454545454545454,33.0
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,3.537037037037037,162.0
653,Dragonheart (1996),Action|Adventure|Fantasy,3.0923076923076924,65.0
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,3.4489795918367347,49.0
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,3.486111111111111,36.0
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2.707547169811321,53.0
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,3.3879310344827585,58.0
719,Multiplicity (1996),Comedy,2.842857142857143,35.0
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,3.032258064516129,31.0
733,"Rock, The (1996)",Action|Adventure|Thriller,3.6404958677685952,121.0
736,Twister (1996),Action|Adventure|Romance|Thriller,3.321138211382114,123.0
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,3.8958333333333335,48.0
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,4.268041237113402,97.0
762,Striptease (1996),Comedy|Crime,2.4146341463414633,41.0
778,Trainspotting (1996),Comedy|Crime|Drama,4.03921568627451,102.0
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,3.4455445544554455,202.0
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,3.3297872340425534,47.0
784,"Cable Guy, The (1996)",Comedy|Thriller,2.8055555555555554,54.0
785,Kingpin (1996),Comedy,3.369047619047619,42.0
786,Eraser (1996),Action|Drama|Thriller,3.109375,64.0
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,2.731707317073171,82.0
802,Phenomenon (1996),Drama|Romance,3.3369565217391304,46.0
805,"Time to Kill, A (1996)",Drama|Thriller,3.657142857142857,35.0
832,Ransom (1996),Crime|Thriller,3.3378378378378377,37.0
837,Matilda (1996),Children|Comedy|Fantasy,3.272727272727273,33.0
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,2.9204545454545454,44.0
852,Tin Cup (1996),Comedy|Drama|Romance,3.1744186046511627,43.0
858,"Godfather, The (1972)",Crime|Drama,4.2890625,192.0
899,Singin' in the Rain (1952),Comedy|Musical|Romance,4.074468085106383,47.0
902,Breakfast at Tiffany's (1961),Drama|Romance,3.8472222222222223,36.0
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,4.025,60.0
904,Rear Window (1954),Mystery|Thriller,4.261904761904762,84.0
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,4.184210526315789,57.0
910,Some Like It Hot (1959),Comedy|Crime,4.01,50.0
912,Casablanca (1942),Drama|Romance,4.24,100.0
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,4.170454545454546,44.0
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,4.042857142857143,35.0
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,3.880434782608696,92.0
920,Gone with the Wind (1939),Drama|Romance|War,3.6444444444444444,45.0
923,Citizen Kane (1941),Drama|Mystery,4.043478260869565,69.0
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,3.8944954128440368,109.0
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,4.0344827586206895,58.0
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,3.9705882352941178,34.0
1020,Cool Runnings (1993),Comedy,3.081081081081081,37.0
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,3.488095238095238,42.0
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,3.887323943661972,71.0
1029,Dumbo (1941),Animation|Children|Drama|Musical,3.3857142857142857,35.0
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,3.375,40.0
1035,"Sound of Music, The (1965)",Musical|Romance,3.9375,64.0
1036,Die Hard (1988),Action|Crime|Thriller,3.8620689655172415,145.0
1042,That Thing You Do! (1996),Comedy|Drama,3.2738095238095237,42.0
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,3.3181818181818183,33.0
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,3.7222222222222223,36.0
1060,Swingers (1996),Comedy|Drama,3.6944444444444446,36.0
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,3.8739495798319328,119.0
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,3.9225352112676055,71.0
1080,Monty Python's Life of Brian (1979),Comedy,3.9269662921348316,89.0
1084,Bonnie and Clyde (1967),Crime|Drama,4.071428571428571,35.0
1088,Dirty Dancing (1987),Drama|Musical|Romance,3.369047619047619,42.0
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,4.202290076335878,131.0
1090,Platoon (1986),Drama|War,3.984126984126984,63.0
1092,Basic Instinct (1992),Crime|Mystery|Thriller,3.1914893617021276,47.0
1093,"Doors, The (1991)",Drama,3.4054054054054053,37.0
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,3.4404761904761907,42.0
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,3.7663934426229506,122.0
1101,Top Gun (1986),Action|Romance,3.3012048192771086,83.0
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,3.475806451612903,62.0
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,3.448717948717949,39.0
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,4.161764705882353,136.0
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,4.035714285714286,56.0
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,4.161764705882353,34.0
1183,"English Patient, The (1996)",Drama|Romance|War,3.7111111111111112,45.0
1193,One Flew Over the Cuckoo's Nest (1975),Drama,4.203007518796992,133.0
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,4.2156398104265405,211.0
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,4.232394366197183,142.0
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,4.2075,200.0
1199,Brazil (1985),Fantasy|Sci-Fi,4.177966101694915,59.0
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,3.9642857142857144,126.0
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,4.145833333333333,72.0
1203,12 Angry Men (1957),Drama,4.149122807017544,57.0
1204,Lawrence of Arabia (1962),Adventure|Drama|War,4.3,45.0
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,3.995833333333333,120.0
1207,To Kill a Mockingbird (1962),Drama,4.120689655172414,58.0
1208,Apocalypse Now (1979),Action|Drama|War,4.219626168224299,107.0
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,4.137755102040816,196.0
1213,Goodfellas (1990),Crime|Drama,4.25,126.0
1214,Alien (1979),Horror|Sci-Fi,3.969178082191781,146.0
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,4.03921568627451,51.0
1219,Psycho (1960),Crime|Horror,4.036144578313253,83.0
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,3.8095238095238093,84.0
1221,"Godfather: Part II, The (1974)",Crime|Drama,4.25968992248062,129.0
1222,Full Metal Jacket (1987),Drama|War,4.098039215686274,102.0
1225,Amadeus (1984),Drama,4.184210526315789,76.0
1228,Raging Bull (1980),Drama,4.1875,40.0
1230,Annie Hall (1977),Comedy|Romance,3.8706896551724137,58.0
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,4.2125,40.0
1234,"Sting, The (1973)",Comedy|Crime,3.9765625,64.0
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,3.8969465648854964,131.0
1242,Glory (1989),Drama|War,4.170731707317073,41.0
1244,Manhattan (1979),Comedy|Drama|Romance,4.106060606060606,33.0
1246,Dead Poets Society (1989),Drama,3.9593023255813953,86.0
1247,"Graduate, The (1967)",Comedy|Drama|Romance,4.063291139240507,79.0
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,4.071428571428571,35.0
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,4.122222222222222,45.0
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,4.211864406779661,59.0
1258,"Shining, The (1980)",Horror,4.08256880733945,109.0
1259,Stand by Me (1986),Adventure|Drama,4.0054945054945055,91.0
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,4.044117647058823,34.0
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,4.127906976744186,43.0
1263,"Deer Hunter, The (1978)",Drama|War,3.8255813953488373,43.0
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,3.944055944055944,143.0
1266,Unforgiven (1992),Drama|Western,4.111111111111111,45.0
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,4.038011695906433,171.0
1272,Patton (1970),Drama|War,4.121212121212121,33.0
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,3.7435897435897436,39.0
1275,Highlander (1986),Action|Adventure|Fantasy,3.7291666666666665,48.0
1276,Cool Hand Luke (1967),Drama,4.271929824561403,57.0
1278,Young Frankenstein (1974),Comedy|Fantasy,3.9927536231884058,69.0
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,3.7830188679245285,53.0
1285,Heathers (1989),Comedy,3.731707317073171,41.0
1287,Ben-Hur (1959),Action|Adventure|Drama,3.9411764705882355,34.0
1288,This Is Spinal Tap (1984),Comedy,4.015151515151516,66.0
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,4.046428571428572,140.0
1302,Field of Dreams (1989),Children|Drama|Fantasy,3.517857142857143,56.0
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,3.943548387096774,62.0
1307,When Harry Met Sally... (1989),Comedy|Romance,3.8588235294117648,85.0
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,3.148936170212766,47.0
1333,"Birds, The (1963)",Horror|Thriller,3.602272727272727,44.0
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,3.3472222222222223,36.0
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,3.879120879120879,91.0
1358,Sling Blade (1996),Drama,3.8404255319148937,47.0
1367,101 Dalmatians (1996),Adventure|Children|Comedy,3.074468085106383,47.0
1370,Die Hard 2 (1990),Action|Adventure|Thriller,3.4044117647058822,68.0
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,3.0444444444444443,45.0
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,3.3452380952380953,42.0
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,3.7661290322580645,62.0
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,3.261904761904762,42.0
